1.00000000,1.00000000,0.00000000,-0.06778212
2.00000000,1.00000000,0.00000000,-0.04056621
3.00000000,1.00000000,0.00000000,-0.04862959
4.00000000,1.00000000,0.00000000,-0.06915716
5.00000000,1.00000000,0.00000000,-0.02681207
6.00000000,1.00000000,0.00000000,-0.09843427
1.00000000,2.00000000,0.00000000,-0.07749481
2.00000000,2.00000000,0.00000000,-0.03953636
3.00000000,2.00000000,0.00000000,-0.02414849
4.00000000,2.00000000,0.00000000,-0.02118376
5.00000000,2.00000000,0.00000000,-0.07166501
6.00000000,2.00000000,0.00000000,-0.10423935
1.00000000,3.00000000,0.00000000,-0.08496346
2.00000000,3.00000000,0.00000000,-0.05578949
3.00000000,3.00000000,0.00000000,-0.09312402
4.00000000,3.00000000,0.00000000,-0.06994937
5.00000000,3.00000000,0.00000000,-0.07355053
6.00000000,3.00000000,0.00000000,-0.08503698
1.00000000,4.00000000,0.00000000,-0.03174744
2.00000000,4.00000000,0.00000000,-0.08951383
3.00000000,4.00000000,0.00000000,-0.03353946
4.00000000,4.00000000,0.00000000,-0.03878948
5.00000000,4.00000000,0.00000000,-0.07646523
6.00000000,4.00000000,0.00000000,-0.07679281
1.00000000,5.00000000,0.00000000,-0.00307093
2.00000000,5.00000000,0.00000000,-0.02828537
3.00000000,5.00000000,0.00000000,-0.05113108
4.00000000,5.00000000,0.00000000,-0.08298614
5.00000000,5.00000000,0.00000000,-0.09157902
6.00000000,5.00000000,0.00000000,-0.07968531
1.00000000,6.00000000,0.00000000,-0.02514158
2.00000000,6.00000000,0.00000000,-0.02505256
3.00000000,6.00000000,0.00000000,-0.02384520
4.00000000,6.00000000,0.00000000,-0.03769166
5.00000000,6.00000000,0.00000000,0.00499129
6.00000000,6.00000000,0.00000000,-0.02925742
1.00000000,7.00000000,0.00000000,0.01527839
2.00000000,7.00000000,0.00000000,0.00759465
3.00000000,7.00000000,0.00000000,0.01988916
4.00000000,7.00000000,0.00000000,0.02671623
5.00000000,7.00000000,0.00000000,0.03043272
6.00000000,7.00000000,0.00000000,-0.05067498
1.00000000,8.00000000,0.00000000,0.02374458
2.00000000,8.00000000,0.00000000,0.03463940
3.00000000,8.00000000,0.00000000,0.04194973
4.00000000,8.00000000,0.00000000,0.03293200
5.00000000,8.00000000,0.00000000,0.06557241
6.00000000,8.00000000,0.00000000,-0.00238016
1.00000000,9.00000000,0.00000000,0.03404356
2.00000000,9.00000000,0.00000000,0.05808585
3.00000000,9.00000000,0.00000000,0.05191213
4.00000000,9.00000000,0.00000000,0.08059909
5.00000000,9.00000000,0.00000000,0.06434151
6.00000000,9.00000000,0.00000000,0.01426333
1.00000000,10.00000000,0.00000000,-0.00654247
2.00000000,10.00000000,0.00000000,0.07957745
3.00000000,10.00000000,0.00000000,0.08196965
4.00000000,10.00000000,0.00000000,0.05597382
5.00000000,10.00000000,0.00000000,0.03877858
6.00000000,10.00000000,0.00000000,-0.00084882
1.00000000,11.00000000,0.00000000,0.04640089
2.00000000,11.00000000,0.00000000,0.05701399
3.00000000,11.00000000,0.00000000,0.02803221
4.00000000,11.00000000,0.00000000,0.01156973
5.00000000,11.00000000,0.00000000,0.03678490
6.00000000,11.00000000,0.00000000,0.01637525
1.00000000,12.00000000,0.00000000,0.02693531
2.00000000,12.00000000,0.00000000,0.02239477
3.00000000,12.00000000,0.00000000,0.03986182
4.00000000,12.00000000,0.00000000,0.04472286
5.00000000,12.00000000,0.00000000,0.00238306
6.00000000,12.00000000,0.00000000,0.03087705
1.00000000,13.00000000,0.00000000,-0.00569607
2.00000000,13.00000000,0.00000000,0.00696577
3.00000000,13.00000000,0.00000000,0.03787963
4.00000000,13.00000000,0.00000000,0.02896477
5.00000000,13.00000000,0.00000000,0.01224095
6.00000000,13.00000000,0.00000000,-0.01252186
1.00000000,14.00000000,0.00000000,0.03100036
2.00000000,14.00000000,0.00000000,0.03478859
3.00000000,14.00000000,0.00000000,0.02466093
4.00000000,14.00000000,0.00000000,0.03619168
5.00000000,14.00000000,0.00000000,-0.02745726
6.00000000,14.00000000,0.00000000,0.00783451
1.00000000,15.00000000,0.00000000,0.00080175
2.00000000,15.00000000,0.00000000,0.03545451
3.00000000,15.00000000,0.00000000,0.01703852
4.00000000,15.00000000,0.00000000,0.04290306
5.00000000,15.00000000,0.00000000,-0.03664567
