inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01,4.125000000000000000e+01
inf,4.125000000000000000e+01,3.750000000000000000e+01,3.750000000000000000e+01,3.750000000000000000e+01,3.750000000000000000e+01,3.750000000000000000e+01,3.750000000000000000e+01,3.750000000000000000e+01,3.750000000000000000e+01,3.750000000000000000e+01,3.750000000000000000e+01,3.750000000000000000e+01,3.750000000000000000e+01,3.750000000000000000e+01,3.750000000000000000e+01,3.750000000000000000e+01,3.750000000000000000e+01,3.750000000000000000e+01,3.750000000000000000e+01
inf,4.125000000000000000e+01,3.750000000000000000e+01,3.375000000000000000e+01,3.375000000000000000e+01,3.375000000000000000e+01,3.375000000000000000e+01,3.375000000000000000e+01,3.375000000000000000e+01,3.375000000000000000e+01,3.375000000000000000e+01,3.375000000000000000e+01,3.375000000000000000e+01,3.375000000000000000e+01,3.375000000000000000e+01,3.375000000000000000e+01,3.375000000000000000e+01,3.375000000000000000e+01,3.375000000000000000e+01,3.375000000000000000e+01
inf,4.125000000000000000e+01,3.750000000000000000e+01,3.375000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+01
inf,4.125000000000000000e+01,3.750000000000000000e+01,3.375000000000000000e+01,3.000000000000000000e+01,2.625000000000000000e+01,2.625000000000000000e+01,2.625000000000000000e+01,2.625000000000000000e+01,2.625000000000000000e+01,2.625000000000000000e+01,2.625000000000000000e+01,2.625000000000000000e+01,2.625000000000000000e+01,2.625000000000000000e+01,2.625000000000000000e+01,2.625000000000000000e+01,2.625000000000000000e+01,2.625000000000000000e+01,2.625000000000000000e+01
inf,4.125000000000000000e+01,3.750000000000000000e+01,3.375000000000000000e+01,3.000000000000000000e+01,2.625000000000000000e+01,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,4.125000000000000000e+01,3.750000000000000000e+01,3.375000000000000000e+01,3.000000000000000000e+01,2.625000000000000000e+01,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,4.125000000000000000e+01,3.750000000000000000e+01,3.375000000000000000e+01,3.000000000000000000e+01,2.625000000000000000e+01,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,4.125000000000000000e+01,3.750000000000000000e+01,3.375000000000000000e+01,3.000000000000000000e+01,2.625000000000000000e+01,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,4.125000000000000000e+01,3.750000000000000000e+01,3.375000000000000000e+01,3.000000000000000000e+01,2.625000000000000000e+01,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,4.125000000000000000e+01,3.750000000000000000e+01,3.375000000000000000e+01,3.000000000000000000e+01,2.625000000000000000e+01,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,4.125000000000000000e+01,3.750000000000000000e+01,3.375000000000000000e+01,3.000000000000000000e+01,2.625000000000000000e+01,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,4.125000000000000000e+01,3.750000000000000000e+01,3.375000000000000000e+01,3.000000000000000000e+01,2.625000000000000000e+01,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,4.125000000000000000e+01,3.750000000000000000e+01,3.375000000000000000e+01,3.000000000000000000e+01,2.625000000000000000e+01,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,4.125000000000000000e+01,3.750000000000000000e+01,3.375000000000000000e+01,3.000000000000000000e+01,2.625000000000000000e+01,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,4.125000000000000000e+01,3.750000000000000000e+01,3.375000000000000000e+01,3.000000000000000000e+01,2.625000000000000000e+01,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,4.125000000000000000e+01,3.750000000000000000e+01,3.375000000000000000e+01,3.000000000000000000e+01,2.625000000000000000e+01,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,4.125000000000000000e+01,3.750000000000000000e+01,3.375000000000000000e+01,3.000000000000000000e+01,2.625000000000000000e+01,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,4.125000000000000000e+01,3.750000000000000000e+01,3.375000000000000000e+01,3.000000000000000000e+01,2.625000000000000000e+01,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
